motif,ig_score,norm_score,size
fragment_0,15.539220809936523,1.0,27
ring_0,5.793446063995361,0.37282732129096985,6
ring_1,2.679060935974121,0.1724063903093338,6
ring_2,2.692169666290283,0.1732499748468399,6
ring_3,2.952418088912964,0.1899978220462799,6
